"","rnk"
"HNRNPA3P10",1.09705167351883
"ENSG00000236961",1.09699561474473
"VTRNA1-2",1.0966533492883
"FMR1NB",1.09649337575631
"ENSG00000273258",1.09647974386991
"PRSS37",1.0961001602411
"ENSG00000259668",1.09593926318487
"IRS4",1.09588715133674
"ENSG00000271519",1.09584214923251
"FER1L6-AS1",1.09583296035056
"NLRP2B",1.09526410146284
"ENSG00000283536",1.0951451573139
"DCST2",1.09501339287451
"ENSG00000287269",1.09501198804464
"HOXA1",1.09499405167789
"ENSG00000266846",1.09449743273288
"SSTR5",1.09449743273288
"TBC1D27P",1.09443968568745
"KERA",1.09416811065838
"TMEM266",1.09394201112561
"ETHE1",1.09391766075212
"ENSG00000244137",1.09391394791948
"TRIM75",1.09391394791948
"SOCS2-AS1",1.09385118695371
"KDSR-DT",1.09372201407043
"SLC9A4",1.09307902378531
"RPL27",1.09291529397315
"SLC14A2-AS1",1.09289196954369
"HOXA2",1.09276724072194
"ENSG00000287081",1.09264484091734
"ENSG00000248647",1.09258931958188
"CDSN",1.09253195197037
"OR1F2P",1.09238582989752
"IGF2BP2-AS1",1.09237615143423
"ENSG00000285685",1.09226998571225
"RNU1-119P",1.09226998571225
"LYZL1",1.09222632986049
"RNF32-AS1",1.0921221095476
"ZNF593OS",1.09168606124355
"LINC00345",1.0914766319599
"CFAP92",1.09146170861527
"ENSG00000249722",1.09136472659162
"ENSG00000255011",1.09105438353362
"ENSG00000287134",1.09064029450341
"ENSG00000285788",1.09058231673822
"DGAT2-DT",1.09049144840889
"TMC2",1.08994878269373
"ENSG00000286238",1.08927644122168
"DNAJB8-AS1",1.08912630372645
"ENSG00000260258",1.08899709517093
"CLDN14-AS1",1.08893329100872
"H2BC11",1.0888457503123
"ENSG00000236733",1.08882759215238
"ENSG00000287408",1.08880583266826
"ENSG00000284607",1.08880485036637
"ENSG00000286203",1.08880485036637
"NPB",1.08870948447919
"CPVL-AS1",1.08840404789895
"OR6C3",1.0882892114414
"PCMTD1-DT",1.08820851395023
"ENSG00000287299",1.08820288646781
"BEND3P2",1.08815556490202
"NEXMIF",1.08800853138309
"ACTG1P24",1.08703434377107
"LINC00442",1.08698315503602
"CES1P1",1.08693987556844
"CECR3",1.08680200072191
"ENSG00000290117",1.08674586841119
"NUP107-DT",1.08626191866268
"BRD7P4",1.08624777415366
"EIF4A1P7",1.0861726125213
"LINC00879",1.08603450938651
"ENSG00000259639",1.08601284027392
"SLC22A14",1.08594051201982
"RDH8",1.08586858560286
"ENSG00000283602",1.08541825709145
"LRRC73",1.08537317247369
"ENSG00000259278",1.08506571954286
"LINC02953",1.08480509714854
"MAGEA8",1.08444355957993
"ENSG00000289002",1.0842723847269
"ENSG00000286233",1.08406756317916
"ENSG00000287271",1.08406756317916
"TMPRSS11D",1.08397122623756
"PSG10P",1.08395995488753
"ENSG00000257564",1.08355552522604
"LINC02640",1.08348195537733
"LINC01511",1.08335772528522
"PLEK2",1.0833296075114
"ENSG00000289946",1.08320860875488
"ENSG00000231713",1.08318134019199
"ENSG00000229588",1.08306384053177
"NDP",1.0828579948656
"LINC01857",1.0828418710388
"ENSG00000267698",1.08245499108041
"ENSG00000273341",1.08218004066988
"OR51B5",1.08216031796653
"HK2P1",1.08210465256343
"ENSG00000274767",1.08196230369876
"ENSG00000287223",1.08142321285645
"VMAC",1.08121517259866
"LINC01647",1.0810303789257
"ENSG00000289854",1.08088338955997
"UNC5C-AS1",1.08026544985224
"ENSG00000279879",1.0802633125405
"ENSG00000287939",1.08002883833198
"DDR1-DT",1.08002487881329
"CD101-AS1",1.07991010333809
"ENSG00000262011",1.07991002853676
"OR52K2",1.07979318079119
"MTCO1P1",1.07979083754293
"LRRC2-AS1",1.07959586882329
"LINC01849",1.07941710614893
"ENSG00000279917",1.07908927806836
"NLRP10",1.07894693927515
"ENSG00000229855",1.07894531711443
"B4GALT4-AS1",1.07883200692583
"SLC16A8",1.07865263611476
"SPDYE22P",1.07833399732947
"ENSG00000287069",1.07816645209515
"LINC02037",1.07795779338081
"SLC2A4",1.07758948409292
"ENSG00000232891",1.07754099062877
"AK4P3",1.07745287926272
"ENSG00000288557",1.07720268531944
"CCL3",1.07717978864605
"EIF3I",1.07699392623313
"ENSG00000263826",1.07696717054874
"CTTNBP2",1.07696281266535
"IER2",1.07691458307842
"LINC02394",1.07678517017239
"FCGR3B",1.07672380679518
"ENSG00000288871",1.07664914717789
"FGFR1OP2P1",1.07650638107614
"EIF3L",1.07648307212922
"ENSG00000289416",1.07646976709599
"ZMAT4",1.0763631287662
"TSPAN2",1.07630222992
"ENSG00000285734",1.0761816342018
"CLECL1",1.07612177553314
"KLF17",1.07592556396334
"SERHL2",1.07592393560211
"ENSG00000259564",1.0758432267025
"ZNF804A",1.07576912070106
"ENSG00000289532",1.07567176887025
"AK2",1.07548540351071
"SCUBE3",1.07537484179073
"ROBO3",1.07508241312923
"ENSG00000271755",1.07428014183251
"UFD1",1.07425367366457
"LAT2",1.07417904195622
"LINC01275",1.07374620929673
"ENSG00000253897",1.0735364489787
"CALHM3",1.07328099989003
"GOLGA2P1",1.07328099989003
"SNHG26",1.07322379309305
"MRGPRX10P",1.07320985210942
"MAP3K9-DT",1.07298481834637
"ENSG00000234200",1.07294720110475
"TSPAN33",1.07294274639226
"ENSG00000269681",1.07275979108084
"OXER1",1.07275979108084
"ENSG00000279479",1.07259707413239
"EDRF1-AS1",1.07236133841295
"MBOAT4",1.07220343428341
"ENSG00000283907",1.07191935739391
"ENSG00000280362",1.07187478597622
"ENSG00000286506",1.07185573526329
"ENSG00000257522",1.07179423141634
"SPNS3",1.07165238053296
"LINC02753",1.07151340987649
"ENSG00000254006",1.07142028016197
"TRIM26BP",1.07142028016197
"LINC00880",1.07052193145472
"PABPC1",1.07029032158176
"ERVFRD-1",1.07023519896611
"A4GALT",1.07022494671995
"GPR84",1.06992032319157
"LIM2",1.06979085850167
"ZNF541",1.06967373491
"MEPE",1.0693648479925
"LINC02450",1.06930523837238
"CRKL",1.06926465896568
"ENSG00000279565",1.06921202682419
"ENSG00000249084",1.06869268324353
"ENSG00000261467",1.06851898873699
"PPM1N",1.0685117379552
"B4GALNT4",1.06850530813653
"SIX3-AS1",1.06814500172456
"SNORA73B",1.06811890265151
"ENSG00000289453",1.06806569579327
"RPL19P14",1.06806569579327
"ENSG00000287678",1.06791423070966
"RPSAP15",1.06740770038396
"LINC01416",1.06732740901329
"ASS1",1.06729107884575
"UNC93A",1.06724660709459
"OR1F1",1.06716700658503
"SEMA4B",1.06697922514981
"FABP2",1.06692166023183
"HMGN1P19",1.06692166023183
"LINC02385",1.06692166023183
"OR51F3P",1.06692166023183
"PAX2",1.06671035403193
"ENSG00000289308",1.06628395613618
"ENSG00000277969",1.06596561395332
"ENSG00000197376",1.06588239837502
"CCDC201",1.06581552985464
"ANKRD20A10P",1.06570067059225
"ENSG00000232930",1.06518577472441
"ENSG00000289944",1.06504470396436
"OR4A16",1.06504470396436
"MRPS9-AS1",1.06488363534014
"CRHBP",1.06481010771337
"GJC1",1.06469210013223
"KCNQ5",1.06453832989696
"SSR2",1.06449528444399
"ENSG00000261146",1.06443038359012
"SPZ1",1.06436392761706
"ENSG00000286832",1.06433380831409
"OR52D1",1.06426601244849
"ENSG00000227769",1.06423475382522
"ENSG00000260426",1.06414650416817
"KLRD1",1.06411260884455
"ENSG00000286295",1.06390095390716
"FTH1P5",1.06350989147378
"ENSG00000277128",1.06339183418686
"ZDHHC20P4",1.06328877799695
"ENSG00000253105",1.06274014562451
"DENND5A",1.06261005932107
"ENSG00000231189",1.06250389468569
"RN7SKP119",1.06250389468569
"KRTAP10-6",1.06239783100564
"OR10J6P",1.06239783100564
"ENSG00000231724",1.06231635725249
"MARS1",1.06226987046523
"C10orf90",1.06209092562398
"WBP11P3",1.06198749021761
"SELENOKP3",1.0619457087854
"RPS28P7",1.06147370468834
"PRKAG2-AS1",1.06100379890229
"RNU6ATAC24P",1.06092206549455
"ENSG00000227579",1.0598715768626
"LINC01208",1.05986683515821
"KRT8P10",1.05972323066487
"ENSG00000287085",1.05969337641075
"S100A2",1.05969033587916
"LINC00316",1.05959071266576
"LINC02380",1.05947452275517
"SNORD3B-1",1.05947452275517
"KRT8P18",1.05902925287474
"ENSG00000233569",1.05902400482579
"ENSG00000278962",1.05865156185125
"SLC6A6P1",1.05861617324542
"CYP46A1",1.05860816140502
"UBE2R2-AS1",1.05856896386374
"ENSG00000235100",1.05847759356963
"ENSG00000286791",1.05825941637016
"ENSG00000287224",1.05822556724028
"SOX10",1.05795550663304
"KIF19BP",1.05775880078714
"ENSG00000232934",1.05763400986372
"SLC24A5",1.05762538287801
"ANKRD36BP2",1.05735437889911
"ASB15",1.0571520371324
"YBX2",1.05702622005038
"ENSG00000236662",1.05677993505773
"HTR2B",1.05675933805405
"MRPS24",1.05669385270805
"ENSG00000257438",1.0566586706953
"MTND6P10",1.0566586706953
"ENSG00000261839",1.05665424980665
"SRRM1P3",1.05663130383897
"LINC02547",1.05634928288748
"ENSG00000267620",1.05619686964265
"ENSG00000258115",1.05617114028222
"ENSG00000286735",1.05558514905027
"ENSG00000250122",1.05557614523943
"ENSG00000289995",1.05557614523943
"DBF4",1.05542649548756
"ZEB2P1",1.05540689378618
"SPAG4",1.05531847435098
"ENSG00000225087",1.05526531586862
"EEF1GP4",1.05485611350701
"ENSG00000234792",1.05485611350701
"OR1A1",1.05464426737106
"USP26",1.05458522132619
"RHOH",1.05432924871001
"ENSG00000287429",1.05430349399219
"MAJIN",1.05429047045664
"TMEM174",1.05428935106235
"EFNA4",1.05427681944428
"ENSG00000259058",1.05424828356253
"POM121B",1.0541488689093
"SNRPF-DT",1.05413484082311
"ROPN1",1.05408749059464
"LINC01224",1.05397400578296
"ENSG00000250060",1.05383923952939
"ENSG00000289887",1.05383596887787
"ENSG00000260369",1.05379787619121
"LINC02357",1.05371569258837
"GGTA2P",1.05344165130071
"ENSG00000257350",1.05297519475098
"OR4B1",1.05297519475098
"ENSG00000285782",1.05297501076342
"BRS3",1.05292926051675
"ENSG00000269246",1.05288755671631
"ACOXL-AS1",1.05275483867359
"ILRUNP1",1.05272175195528
"SGCD",1.05271292181128
"ENSG00000282897",1.05258473587721
"RIPOR2",1.05240006382662
"ENSG00000279135",1.05207674145652
"LINC01357",1.05202939010366
"ENSG00000281920",1.05190322404382
"LINC02238",1.05168442456884
"ENSG00000260198",1.05167831725058
"ENSG00000287575",1.05166756288546
"GDPD2",1.05145275690418
"AKR1B1",1.05142654267299
"ENSG00000263508",1.05097752840211
"ENSG00000258535",1.05082940208043
"FAM9C",1.0507973592302
"ENSG00000231305",1.05065999530884
"ENSG00000287700",1.05035428970472
"ENSG00000250354",1.05026272514616
"LINC00336",1.04980461943882
"HMGB1P11",1.0496588506945
"LINC00491",1.04962146983442
"HMGB1P38",1.04955786112106
"ENPP1",1.04950220887237
"ABRA",1.0493361584148
"LINC01602",1.0493361584148
"KLF16",1.04932429591015
"GLYATL2",1.04917047769177
"ENSG00000237993",1.0489009844321
"ENSG00000286010",1.04885193000937
"ENSG00000223836",1.0486954227455
"CNTNAP4",1.04857290961243
"ENSG00000286833",1.04854272811086
"DUSP13",1.04844850308855
"CA1",1.0483592131076
"ENSG00000278239",1.04831459472633
"ENSG00000257634",1.04824655162028
"CCDC185",1.04824439770369
"HCN1",1.04800445351096
"EDIL3",1.04800010995051
"CHRNA5",1.04790871808552
"ENSG00000197670",1.04780874383504
"DSEL-AS1",1.04752228518225
"ENSG00000278128",1.04745878861405
"ENSG00000248369",1.04737121050219
"OR2B11",1.04728440921369
"ENSG00000273565",1.0468576089342
"TCP1P3",1.0468576089342
"ENSG00000289375",1.04656808677776
"LINC01010",1.04654211825866
"NKG7",1.04650795541615
"PPP1R26-AS1",1.04645969656895
"DCAF12L2",1.04645668845468
"WBP11P2",1.04635710657241
"ENSG00000279071",1.04634167616508
"TUBBP6",1.0463153830025
"ENSG00000249041",1.04612342040534
"SLC22A1",1.04610775766551
"SPATA31E1",1.04600201869509
"LINC02128",1.04596592087267
"ENSG00000250243",1.04546701135809
"EOMES",1.0453481788777
"TEX45",1.04518667630112
"LINC02550",1.04515090539667
"KRT18P25",1.04514846384755
"C6orf223",1.04500594070532
"LIX1-AS1",1.04494873451866
"ENSG00000272360",1.04456269139121
"ENSG00000223834",1.04425058686371
"GABRA6",1.04424591157097
"ABHD1",1.04408742048248
"LINC02317",1.0440254045639
"NCAM1-AS1",1.04399787805641
"OOEP",1.04391660457995
"C16orf92",1.04389845258039
"ENSG00000279927",1.04380710745522
"ENSG00000225075",1.04376035391371
"ENSG00000288694",1.04358027569172
"NBPF2P",1.04355071240436
"ENSG00000259162",1.04327277968635
"CCDC192",1.0430404721312
"C4orf54",1.04301209242682
"ENSG00000282024",1.04281919666924
"ENSG00000279875",1.04272271050624
"ENSG00000269053",1.04248690564858
"ENSG00000271543",1.04221801430154
"CEACAM21",1.04192880032729
"ENSG00000272397",1.04191589267957
"HIC2",1.04155990335126
"STIP1P3",1.04147184928665
"ENSG00000287534",1.04136957357723
"ENSG00000260211",1.04136429726918
"ENSG00000278130",1.04125588618099
"ENSG00000287206",1.04120094079522
"PNLIPRP3",1.04101921809721
"ENSG00000285955",1.04090997220948
"ENSG00000287703",1.04090298977953
"SLC5A5",1.04078727672395
"OR2AH1P",1.04060330735749
"PDCD5",1.04052905238597
"CHEK2P2",1.04026929224003
"ENSG00000236673",1.04017790846392
"RBMX2P5",1.04017790846392
"FOXB1",1.04012681531731
"ENSG00000248962",1.04010107932481
"ENSG00000258931",1.04002342360431
"DNLZ",1.03999758846214
"SEPTIN3",1.03961509062374
"FBXL21P",1.0394985608566
"ENSG00000259743",1.03946567869344
"MIR155HG",1.03945910178034
"BAZ2B-AS1",1.03935148235234
"OSBPL10",1.03927647461944
"EN1",1.03923054703473
"ENSG00000233891",1.03911275145001
"ENSG00000228933",1.03886576636364
"LINC-ROR",1.03878892465645
"ZNF519",1.03835814586134
"NQO2-AS1",1.03830930827315
"UBAC2-AS1",1.03783043687918
"FAM90A1",1.03781198981324
"ENSG00000289865",1.03780547939774
"ENSG00000228286",1.03774682382092
"ENSG00000282863",1.03774682382092
"ENSG00000251393",1.03771179830063
"MUC21",1.03745360937374
"SPRN",1.03739683311678
"ENSG00000272874",1.03707828224807
"ENSG00000229021",1.03707790918719
"LGI2",1.03693574894509
"ZFP82",1.03688805537583
"ENSG00000270891",1.03679047603989
"ART5",1.0367461398092
"SIGLEC24P",1.03659649310383
"IMPDH2",1.03648087371368
"ENSG00000236064",1.03630700995582
"NWD1",1.03604786685293
"TLCD3B",1.03567526172077
"CA5AP1",1.03554547342064
"MSMB",1.03486197549672
"ENSG00000285681",1.03484751199802
"PIP5K1C",1.03483382851414
"CABP1-DT",1.03478785653698
"PCDH11X",1.03462539639744
"GAPDHP31",1.0344316200286
"OR8B9P",1.03442367974086
"ENSG00000259755",1.03432378878054
"DHX9P1",1.03426435409451
"LINC02217",1.03424328762585
"IGLV8-61",1.03376604006227
"ENSG00000256673",1.03357745748689
"SLC22A6",1.03340406983087
"ENSG00000249199",1.03339448567973
"ENSG00000279494",1.03331291263887
"ENSG00000286979",1.03328195415943
"GOLGA2P6",1.03328195415943
"DDX43",1.03325521475819
"TRDN-AS1",1.03272264431009
"BCAS2",1.03270630540551
"ENSG00000255314",1.03268438287999
"ENSG00000279361",1.03230175887715
"LIF-AS2",1.03222550754425
"ENSG00000268149",1.0320623322428
"VPS37D",1.03202575161046
"CPB1",1.0317341540939
"ENSG00000289178",1.03157865525205
"ENSG00000282793",1.03153641975174
"ENSG00000267735",1.03151961037965
"GOLGA2P9",1.03114937387912
"SH2D7",1.03092017988514
"PMAIP1",1.03086584162547
"CRMA",1.03072816996733
"PTCHD3P1",1.0306919851176
"ZNF556",1.03058401836152
"UOX",1.03045086032477
"ENSG00000261542",1.0301013005378
"B3GAT3P1",1.02983419548144
"LINC01785",1.02980738048108
"OR9A3P",1.0296744921976
"ENSG00000261583",1.02956872113687
"RPL7P49",1.02943887843008
"POU5F1P6",1.02941962600141
"ENSG00000260988",1.0293772994554
"ENSG00000285650",1.02914355766421
"ENSG00000287998",1.02914312600386
"OVCH1",1.02894040008729
"ESR2",1.02885146377094
"CCR4",1.02875647365746
"RPSAP31",1.02867087341605
"PALM",1.02851976276604
"CD163L1",1.02838791856469
"ENSG00000286966",1.02831994430807
"FEM1C",1.02813887937388
"FCMR",1.02801381619286
"LINC01301",1.02771752243414
"ENSG00000279529",1.02758895849044
"LINC01622",1.02745544443779
"AGBL1",1.02724644851621
"ADCYAP1",1.02673890275615
"SLC5A3",1.02640534321265
"HTT-AS",1.02640036738933
"ENSG00000278593",1.02637009649893
"ENSG00000267774",1.02629848934556
"APOF",1.02619748130493
"PMCHL1",1.02609321367948
"TPTE2P5",1.02602861276641
"LINC02492",1.02582784945511
"FOXG1",1.02580875306565
"ADGRG2",1.02561945089074
"RSRC2",1.0253885041648
"ENSG00000261342",1.02513910534919
"GPC2",1.02490336874974
"ENSG00000288732",1.02480951702412
"ENSG00000287656",1.02462621128862
"ENSG00000283973",1.0245398088852
"ZNF90P3",1.02437113146675
"ENSG00000253853",1.02431849895969
"ENSG00000236478",1.02428867003613
"ENSG00000255671",1.02428867003613
"LGALS16",1.02428867003613
"SLC18A3",1.02416296769023
"ENSG00000257616",1.02412824119865
"RNF217-AS1",1.02389918530673
"ENSG00000264491",1.02379390592687
"ENSG00000280353",1.02371805376522
"KLRK1",1.02371537106568
"LINC00567",1.02371537106568
"ENSG00000286378",1.02361387915993
"ENSG00000290119",1.02356794792844
"GNG13",1.02346398134403
"RPL7P48",1.02346398134403
"EVA1CP5",1.02346371529038
"ENSG00000250993",1.02331670571955
"VN1R11P",1.02328061531815
"ENSG00000279190",1.02299090667439
"ENSG00000244560",1.02295473419426
"ATAD2",1.02271784394749
"LRIG3-DT",1.02266670517915
"HNRNPCP3",1.02246998153423
"CENPK",1.02206761027963
"ENSG00000234338",1.02190889470585
"LINC02546",1.02190240100971
"HNRNPCL1",1.02175750593962
"HOTTIP",1.02166932564354
"AQP11",1.02160733016408
"PCBP3",1.02156090970176
"ENSG00000258260",1.02153660063395
"TRIM53CP",1.02142981311588
"PSMA5",1.02141485682603
"C10orf55",1.02136745528706
"ENSG00000285881",1.02132772688099
"IL20",1.02128230432242
"ENSG00000243491",1.02110334897284
"RPL10A",1.0208887145021
"LINC02400",1.02075924025475
"ENSG00000264734",1.02061075553833
"TDRD15",1.02056265636462
"UBL5",1.02052519451461
"C10orf120",1.02037830203513
"ENSG00000235902",1.02037830203513
"LINC02796",1.02037830203513
"ENSG00000253775",1.02030486016028
"ENSG00000288922",1.02022605886548
"PPIL1P1",1.02020646451374
"RASA3-IT1",1.02020071142616
"PCOLCE-AS1",1.02014061395244
"ENSG00000260777",1.02008760236092
"PIK3CD-AS1",1.02004996188444
"ARHGAP11B",1.01987488224123
"C15orf32",1.01986673487874
"ENSG00000238004",1.01970886802565
"NALCN-AS1",1.01946366866928
"ENSG00000287415",1.01903608118992
"CCDC127",1.01870474441473
"C16orf74",1.01869988758811
"ENSG00000229151",1.01835164104868
"APP-DT",1.01834014247956
"MAGEA10",1.01823742161785
"ILF2P1",1.01816002264319
"UQCRHP1",1.01816002264319
"ENSG00000287886",1.01795413255968
"ENSG00000253164",1.01791168073402
"EPHA5-AS1",1.01783267302116
"LINC02781",1.01775786115426
"PHACTR2-AS1",1.01775166340852
"ENSG00000223528",1.017491807464
"FIGNL1",1.01748315630161
"RHEX",1.01742471722807
"ENSG00000226484",1.01737433699262
"PDIA3",1.01680722441966
"RNF150",1.01679840240822
"KCNAB3",1.01659357057865
"ENSG00000232294",1.01653208149159
"ENSG00000287373",1.01629008935502
"ENSG00000225879",1.01623947007976
"LINC01695",1.01597486867851
"ENSG00000267279",1.01584854954173
"ENSG00000280239",1.01569966452524
"LINC02785",1.01539843397697
"ENSG00000277873",1.01487801615087
"MAGI2",1.01471994179776
"ENSG00000229227",1.01466925357388
"EP300-AS1",1.01466925357388
"TRPC3",1.01464025042921
"ENSG00000257808",1.01458667777841
"ENSG00000254363",1.01454425918353
"ENSG00000286116",1.01441347523335
"NKX2-5",1.01436463806106
"ENSG00000285656",1.01425708471322
"ENSG00000287583",1.01379593595573
"KRT37",1.01373688557774
"LINC02542",1.01370110015548
"XIAPP2",1.01360106276122
"CASC23",1.0133382676486
"ENSG00000290053",1.0133382676486
"ABHD15-AS1",1.0132426654791
"SNRPD2",1.01315951700886
"ENSG00000286113",1.01313703063192
"ENSG00000279622",1.01288637040028
"ENPP7P15",1.01278030759057
"ALOX12",1.01250666579155
"ENSG00000289080",1.01243899268437
"RPSAP53",1.01240150650745
"OR1P1",1.01233272080463
"KRT8P19",1.01226307640861
"ENSG00000241884",1.01220930263362
"ENSG00000285402",1.01215619593507
"ENSG00000259701",1.01194790007205
"ENSG00000285803",1.01169975929223
"ENSG00000256249",1.01169732602134
"ENSG00000255164",1.01161031407652
"ENSG00000286112",1.01160633590889
"RPLP1",1.01155046760532
"ENSG00000223461",1.01144180226251
"LIPT2",1.0113501810892
"ENSG00000260005",1.01133837760278
"ENSG00000254812",1.01107016031668
"GUCA1B",1.010759933456
"ADAM20P2",1.0106139470549
"COL18A1-AS1",1.01042339681823
"ENSG00000254919",1.01035720834576
"ENSG00000289403",1.01035720834576
"ENSG00000287574",1.01027695107503
"ENSG00000289220",1.01023001369193
"KCNA7",1.00991194094907
"ENSG00000223842",1.00985486491826
"ENSG00000289601",1.00922497091508
"ENSG00000237633",1.00919332498131
"ENSG00000287930",1.00918151495892
"SLAMF6",1.00910088433531
"GPR176",1.00909588246731
"ENSG00000287362",1.00885884523735
"TMSB4XP2",1.00885884523735
"LINC02458",1.00876960460508
"ENSG00000229817",1.00855586632161
"ZIC1",1.00825452750584
"ENSG00000236989",1.00801775366058
"ENSG00000270574",1.00767440577004
"ENSG00000266830",1.0076244930436
"ENSG00000287130",1.00726763415944
"ENSG00000289832",1.00726763415944
"ENSG00000288566",1.00702363629164
"RPL32",1.00701721684312
"ACSM4",1.00699693571114
"ENSG00000262769",1.006992857791
"ENSG00000259213",1.00693842497649
"ENSG00000287632",1.00688489826391
"MEP1B",1.00665406950132
"TRIM40",1.00663651632228
"ENSG00000287322",1.00645861888912
"ENSG00000244358",1.00632896139659
"BCRP2",1.00619799041031
"SRRM1",1.00597520914751
"ASIC5",1.00592557522092
"CCER1",1.00588627322163
"THAP9-AS1",1.00579886615227
"TRARG1",1.00576738143601
"CSNK1G2-AS1",1.00556314430998
"LINC01822",1.00543573450554
"EIF3E",1.00533740926667
"ENSG00000261471",1.00529943588661
"ENSG00000289633",1.00513466753421
"F11",1.00497053017829
"ENSG00000286823",1.00495553190153
"PATL2",1.0047524091728
"CTAGE10P",1.0045159672928
"RPL6P2",1.00438880810007
"FOXL2",1.00428454748681
"HDAC9-AS1",1.00424546769544
"ENSG00000251448",1.00412879018586
"AKNAD1",1.00400644378811
"EIF2S3B",1.0040038211667
"CDC20",1.00398535946987
"ENSG00000224413",1.00379877152734
"ENSG00000254160",1.00378577166082
"ENSG00000235564",1.00373564983624
"SIGLEC16",1.00341491598481
"ENSG00000286485",1.00330687004038
"ENSG00000277182",1.00304302709062
"ENSG00000289371",1.00299805900244
"CHEK2P6",1.00281877951061
"TNFAIP6",1.00263669253504
"LINC01761",1.00209713100453
"CATIP-AS2",1.00195525346943
"MED28-DT",1.0019011461131
"LINC01338",1.00168932239254
"LDLRAD4-AS1",1.00156526202675
"LAMA4-AS1",1.00155112791364
"ENSG00000289307",1.00146121782517
"GXYLT1P2",1.00139865620557
"UBA52P5",1.00137325410919
"RNF112",1.0013697203004
"ANKRD34C",1.00130498273066
"LINC01898",1.00130420654134
"ENSG00000253372",1.00127021937686
"ID2",1.00068691754974
"ENSG00000286339",1.000619036246
"FAM181A",1.0004891645728
"FXN",1.00043467474069
"ENSG00000253256",1.00041338342204
"ENSG00000226816",1.00014869700112
"ENSG00000236389",0.999835872258159
"ENSG00000223374",0.999776591565873
"LINC01277",0.999510920769026
"TCEAL2",0.999461474350059
"ENSG00000251152",0.999402872532991
"SPANXB1",0.99911164387661
"ENSG00000259594",0.999037349554414
"ENSG00000285616",0.998960306121305
"ENSG00000284601",0.99893391430301
"ENSG00000229990",0.998643173991185
"ENSG00000251218",0.998572666971353
"ENSG00000288069",0.99833125568809
"SERPINB9P1",0.998285421820195
"MAGEA1",0.998172635386323
"FECHP1",0.997913402764195
"TMEM156",0.99768963960801
"POU3F2",0.997542052413003
"ENSG00000263477",0.99748918369926
"OR9L1P",0.99748918369926
"ENSG00000213080",0.997155746466052
"SAP30L-AS1",0.997056965870646
"ENSG00000278913",0.99696995556917
"TBC1D3B",0.996766596054982
"CHAF1A",0.996701083461414
"C7orf25",0.996650914742192
"ENSG00000250167",0.996617815421145
"ENSG00000264911",0.99649080226591
"CRYBA2",0.996459554241467
"ODF3L1",0.996363159674687
"ENSG00000261226",0.996275459155123
"ENSG00000288891",0.996155916647608
"ENSG00000286147",0.995843005712625
"SMIM32",0.995788187870891
"ENSG00000279985",0.995761065760516
"ENSG00000268108",0.995542217075102
"MTND3P25",0.995486363181445
"GDPD4",0.995364959209188
"PRH2",0.995275565596265
"IMPDH1P10",0.995256750042453
"ENSG00000290101",0.995243743874384
"RPS12P26",0.994921788974394
"P2RX3",0.994858077350106
"ENSG00000286271",0.994853453135825
"HEPACAM2",0.994787949110848
"MEI4",0.994756392742841
"ENSG00000254040",0.99458211991604
"ENSG00000279853",0.994517637325993
"ENSG00000279924",0.994517637325993
"KARS1P1",0.994383088682335
"ENSG00000232633",0.9943273512713
"CTAGE11P",0.994288513704949
"MYL12-AS1",0.993811128202603
"HOXD8",0.993469890393192
"PGK2",0.993452214494177
"TXNDC8",0.993452214494177
"ENSG00000258767",0.993074567690128
"NPW",0.993058780699901
"PDHA2",0.992952202359592
"ENSG00000277837",0.992854615448889
"MARCHF4",0.992786113644639
"ENSG00000246090",0.992592105472712
"EEF1GP1",0.992489910963474
"CALB2",0.992397731152703
"HAS3",0.992296160681995
"BHMT2",0.992163986510495
"ENSG00000225605",0.991897650245023
"DHRS4L1",0.991826068003076
"UGT2B7",0.991686370168778
"ENSG00000243828",0.99161132023892
"FUNDC2P2",0.991438687142569
"TULP3P1",0.991289374751123
"CDKN2D",0.991055562246963
"ENSG00000251249",0.990903579681029
"ENSG00000234211",0.990855472305438
"DIABLO",0.990813612968105
"CXADRP3",0.990720346815316
"ENSG00000271230",0.99068669782732
"ENSG00000271933",0.990629688454976
"VARS2",0.990549095198008
"OR4N1P",0.99035852130044
"ENSG00000228318",0.990356928601664
"LINC01220",0.990278580068789
"RPL32P4",0.990262000787579
"QSOX1",0.990058127903532
"CST11",0.989822560539096
"ENSG00000227236",0.989713809199408
"TAT",0.989674373646178
"LHFPL3",0.989257498333903
"DUXAP4",0.989193314079174
"ENSG00000286613",0.98912947996612
"KCTD9P6",0.989117639694182
"MPTX1",0.989117639694182
"DEUP1",0.989037747296092
"DEDD2",0.98880344131548
"ENSG00000250781",0.988383467442811
"NEK4P1",0.988375989848466
"ENSG00000268080",0.988177291342024
"MYL2",0.98796368763084
"C10orf71-AS1",0.987927590989955
"ANK2-AS1",0.987639752690304
"ENSG00000289062",0.987419003558463
"COPS8-DT",0.987046653598964
"ENSG00000280660",0.986883386230991
"TPRXL",0.986543051376673
"ENSG00000213981",0.986518585867498
"ALDH1L2",0.986472241525998
"SDC2",0.986313962522389
"PAG1",0.986272586301337
"ENSG00000251244",0.98619184163807
"ENSG00000280228",0.985941653061042
"ART1",0.985897437702465
"ENSG00000243024",0.985791005879108
"LINC01133",0.985638554658083
"ENSG00000260398",0.985555660334288
